Date,Time,Away_Team,Home_Team,Away_Money_Line,Home_Money_Line,Away_Total,Home_Total,temp,DP,HUMID,Baro,M,N,O,P,Q,R,Total_Hits,Total_Walks,Total_Walks_Hits,Total_Bases,Away_Inning_1,h9,h8,h7,h6,h5,h4,h3,h2,h1,Home_Inning_1,a9,a8,a7,a6,a5,a4,A3,A2,A1,AQ,home_runs,stolen_bases,Away_Starter_Last_Name,Away_Starter_Handedness,Home_Starter_First_Name,Home_Starter_Last_Name,Home_Starter_Handedness,LD_PA,GB_PA,FB_PA,SO_PA,LD_BABIP,GB_BABIP,FB_BABIP,BF
4/17/2011,1:00 PM,Cubs,Rockies,106,-110,10 -105,10 -105,70,21,16,29.51,WNW,17.3,1.1813,2.25,9,11.25,14,23,10,33,42,0,4,0,0,0,1,0,0,4,\N,0,0,0,0,0,1,2,1,1,,1,,,,,,,,,,,,,,
4/16/2011,6:00 PM,Cubs,Rockies,153,-166,10 +103,10 -114,55.9,28,34,29.87,SE,15,1.2279,2.25,4.5,6.75,11,25,10,35,52,0,2,0,0,0,0,0,1,0,\N,0,0,5,1,1,0,0,1,0,,3,,,,,,,,,,,,,,
4/1/2011,2:00 PM,Diamondbacks,Rockies,186,-199,8.5 -104,8.5 -106,61,25,25,29.83,Variable,3.5,1.2145,6.75,11.25,18,13,28,8,36,57,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,2,3,0,0,,3,,,,,,,,,,,,,,
9/7/2011,6:00 PM,Diamondbacks,Rockies,118,-125,9.5 -105,9.5 -105,55.9,50,80,30.39,NNW,4.6,1.246,6.75,4.5,11.25,8,21,3,24,43,0,0,0,0,0,1,2,0,0,\N,0,0,1,2,0,0,2,0,0,,5,,,,,,,,,,,,,,
9/6/2011,6:00 PM,Diamondbacks,Rockies,-107,101,9.5 -116,9.5 +105,\N,\N,\N,\N,\N,\N,\N,2.25,0,2.25,11,20,4,24,38,0,7,0,0,1,0,0,0,0,\N,0,1,1,0,0,0,0,0,1,,1,,,,,,,,,,,,,,
8/19/2011,6:00 PM,Dodgers,Rockies,107,-114,9.5 -107,9.5 -103,73,50,44,29.91,NNW,12.7,1.1869,2.25,13.5,15.75,10,15,9,24,36,0,0,0,1,0,0,1,0,0,\N,0,0,1,0,0,1,4,1,1,,2,,,,,,,,,,,,,,
5/24/2011,1:00 PM,Diamondbacks,Rockies,161,-171,8 -116,8 +105,48,41,77,29.73,Calm,0,1.2395,11.25,6.75,18,16,22,7,29,44,0,0,5,2,3,2,0,0,0,\N,0,1,0,0,0,0,3,0,0,,3,,,,,,,,,,,,,,
5/24/2011,6:00 PM,Diamondbacks,Rockies,156,-166,8 -105,8 -105,48.9,44.1,83,29.75,West,6.9,1.2376,2.25,2.25,4.5,7,13,5,18,31,0,0,1,0,0,0,0,1,0,\N,0,0,0,3,0,1,0,0,1,,3,,,,,,,,,,,,,,
6/9/2011,6:00 PM,Dodgers,Rockies,105,-111,8 -103,8 -107,64.9,50,58,29.84,Variable,6.9,1.2024,0,9,9,16,23,9,32,42,0,1,5,3,0,0,0,0,0,\N,0,0,3,0,3,1,0,0,0,,1,,,,,,,,,,,,,,
8/21/2011,1:00 PM,Dodgers,Rockies,107,-114,10 +100,10 -110,91.9,39.9,16,29.89,North,9.2,1.1471,0,6.75,6.75,8,11,7,18,30,0,1,2,0,0,0,0,0,2,\N,0,0,0,0,0,1,1,1,0,,3,,,,,,,,,,,,,,
6/12/2011,1:00 PM,Dodgers,Rockies,181,-193,9 -105,9 -105,82.4,21.2,10,29.88,ESE,10.4,1.1688,0,15.75,15.75,15,27,5,32,59,1,0,4,0,0,0,0,0,3,\N,0,1,2,0,2,0,5,0,0,,7,,,,,,,,,,,,,,
6/11/2011,6:00 PM,Dodgers,Rockies,137,-146,9 -104,9 -106,73.9,35.1,24,29.68,Variable,5.8,1.1781,2.25,2.25,4.5,18,31,8,39,54,1,5,0,0,0,0,0,1,0,\N,4,0,3,3,1,0,0,0,0,,1,,,,,,,,,,,,,,
5/17/2011,1:00 PM,Giants,Rockies,144,-153,8.5 +107,8.5 -118,54,42.1,64,29.6,North,12.7,1.2194,2.25,6.75,9,8,17,2,19,27,0,4,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,2,1,0,,1,,,,,,,,,,,,,,
4/19/2011,6:00 PM,Giants,Rockies,132,-140,8 -117,8 +104,50,34,54,29.85,ENE,5.8,1.2406,2.25,0,2.25,9,11,11,22,33,0,0,2,0,1,0,0,0,0,\N,0,0,2,0,0,0,0,0,4,,2,,,,,,,,,,,,,,
9/16/2011,6:00 PM,Giants,Rockies,-145,136,9 +115,9 -127,68,37.9,33,29.85,SE,3.5,1.1978,2.25,6.75,9,10,22,5,27,42,0,0,0,0,1,0,0,0,0,\N,0,0,3,3,1,2,0,0,0,,3,,,,,,,,,,,,,,
9/17/2011,6:00 PM,Giants,Rockies,109,-116,9 -114,9 +103,55.4,48.2,77,30.08,NNE,6.9,1.2348,2.25,2.25,4.5,11,19,10,29,40,2,0,0,2,1,0,0,0,0,\N,0,4,0,1,0,0,0,1,0,,0,,,,,,,,,,,,,,
4/18/2011,6:00 PM,Giants,Rockies,-122,111,8.5 -114,8.5 +103,\N,\N,\N,\N,\N,\N,\N,0,6.75,6.75,9,12,8,20,32,0,0,1,0,0,0,0,0,0,\N,0,0,0,0,0,0,2,1,5,,3,,,,,,,,,,,,,,
8/5/2011,6:00 PM,Nationals,Rockies,,,,,77,46.4,34,30.11,SE,10.4,1.1866,0,4.5,4.5,8,26,6,32,44,0,0,0,3,0,0,0,0,0,\N,1,0,0,0,1,1,0,0,2,,1,,,,,,,,,,,,,,
8/4/2011,6:00 PM,Nationals,Rockies,,,,,66.2,55.4,68,30.18,SW,17.3,1.2119,4.5,0,4.5,9,19,11,30,38,0,3,0,1,1,1,0,0,0,\N,2,0,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,
5/10/2011,6:00 PM,Mets,Rockies,145,-154,9 -124,9 +112,66,23,20,29.5,SSE,24.2,1.1898,4.5,4.5,9,7,13,5,18,29,0,0,0,1,0,0,0,2,0,\N,0,0,0,0,0,2,0,0,2,,3,,,,,,,,,,,,,,
8/7/2011,1:00 PM,Nationals,Rockies,,,,,91.9,24.1,9,29.79,Variable,4.6,1.145,0,4.5,4.5,5,16,8,24,30,0,0,2,0,0,0,0,0,0,\N,0,1,0,0,0,0,0,2,0,,1,,,,,,,,,,,,,,
8/6/2011,6:00 PM,Nationals,Rockies,,,,,84,39,20,29.86,SE,6.9,1.1628,20.25,6.75,27,22,33,8,41,60,0,2,3,1,0,5,4,0,0,\N,0,0,0,4,1,2,0,0,0,,3,,,,,,,,,,,,,,
9/21/2011,1:00 PM,Padres,Rockies,116,-123,9.5 -116,9.5 +105,61,33.1,35,30.14,NNW,8.1,1.2263,0,0,0,4,15,4,19,23,0,0,0,0,0,0,0,0,0,\N,0,0,0,0,0,0,0,0,4,,0,,,,,,,,,,,,,,
9/19/2011,6:00 PM,Padres,Rockies,103,-109,8.5 -113,8.5 +102,73,35.1,25,29.95,ESE,3.5,1.1909,0,15.75,15.75,10,12,5,17,31,0,0,0,2,0,0,0,0,0,\N,0,0,0,1,0,4,2,1,0,,3,,,,,,,,,,,,,,
8/2/2011,6:00 PM,Phillies,Rockies,-108,102,10.5 -107,10.5 -103,66.9,59,76,30.04,SSW,6.9,1.2037,0,4.5,4.5,5,12,5,17,27,0,0,0,0,0,0,0,0,0,\N,0,1,0,0,0,2,0,0,2,,2,,,,,,,,,,,,,,
6/15/2011,1:00 PM,Padres,Rockies,141,-150,8.5 +102,8.5 -113,82,26.1,13,29.76,Variable,4.6,1.1646,2.25,2.25,4.5,9,20,4,24,33,0,0,0,5,1,0,0,0,0,\N,1,0,1,0,1,0,0,0,0,,1,,,,,,,,,,,,,,
6/14/2011,6:00 PM,Padres,Rockies,149,-159,10 +104,10 -115,78.1,24.1,14,29.85,NNW,15,1.1767,6.75,2.25,9,9,22,9,31,48,0,0,0,3,0,3,0,0,0,\N,1,0,0,0,0,1,0,0,1,,2,,,,,,,,,,,,,,
4/30/2011,6:00 PM,Pirates,Rockies,156,-166,9 -110,9 +100,42.1,10.9,28,30.04,North,5.8,1.2701,9,0,9,5,14,5,19,28,0,0,0,0,0,0,0,4,0,\N,0,0,0,0,0,0,0,0,1,,2,,,,,,,,,,,,,,
4/29/2011,6:00 PM,Pirates,Rockies,178,-190,8.5 -129,8.5 +117,45,21.9,40,29.57,NE,23,1.2423,0,2.25,2.25,3,11,2,13,21,0,0,0,0,0,0,0,0,0,\N,0,0,1,1,0,0,1,0,0,,2,,,,,,,,,,,,,,
8/15/2011,6:00 PM,Marlins,Rockies,,,,,86,34,16,29.76,SSE,3.5,1.1552,6.75,4.5,11.25,11,20,5,25,47,4,0,0,0,0,0,2,1,0,\N,0,0,0,0,0,2,0,0,2,,4,,,,,,,,,,,,,,
8/17/2011,6:00 PM,Marlins,Rockies,,,,,84.9,50,30,29.92,SSW,9.2,1.1613,13.5,0,13.5,17,26,1,27,42,0,1,0,0,0,0,6,0,5,\N,2,3,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,
9/10/2011,2:00 PM,Reds,Rockies,117,-124,10.5 -116,10.5 +105,73.9,34,23,30.09,SSW,5.8,1.1946,9,13.5,22.5,19,22,7,29,59,0,4,0,0,1,1,0,2,4,\N,0,0,0,0,3,0,3,0,1,,9,,,,,,,,,,,,,,
8/16/2011,6:00 PM,Marlins,Rockies,,,,,72,50,46,30.06,SE,10.4,1.1951,6.75,4.5,11.25,11,19,6,25,47,2,0,0,0,0,1,0,2,0,\N,0,0,1,0,0,2,0,0,3,,5,,,,,,,,,,,,,,
7/2/2011,6:00 PM,Royals,Rockies,133,-141,10.5 -115,10.5 +104,80.1,45,29,29.93,South,9.2,1.173,15.75,11.25,27,15,28,5,33,57,0,0,0,1,0,1,0,6,1,\N,1,0,0,0,1,3,1,0,0,,3,,,,,,,,,,,,,,
7/1/2011,6:00 PM,Royals,Rockies,144,-153,10 -110,10 +100,79,42.1,27,29.95,NE,10.4,1.1766,9,0,9,9,17,6,23,35,0,1,0,3,2,0,2,0,1,\N,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,
6/28/2011,6:00 PM,White Sox,Rockies,121,-128,9.5 -113,9.5 +102,87.1,39.9,19,29.78,SE,6.9,1.1529,2.25,0,2.25,5,18,7,25,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,
6/19/2011,1:00 PM,Tigers,Rockies,-135,127,9 +103,9 -114,75,45,34,29.48,North,19.6,1.1663,2.25,9,11.25,10,17,5,22,34,0,0,0,0,1,0,0,0,0,\N,2,0,3,0,0,1,2,1,0,,3,,,,,,,,,,,,,,
6/17/2011,6:00 PM,Tigers,Rockies,114,-121,10 -103,10 -107,66.9,45,45,29.81,North,10.4,1.1976,27,0,27,19,26,6,32,48,0,0,0,1,1,2,3,6,0,\N,0,0,1,4,0,0,0,0,1,,3,,,,,,,,,,,,,,
4/6/2011,1:00 PM,Dodgers,Rockies,116,-123,9 +106,9 -117,46,30.9,56,29.84,ENE,6.9,1.2503,11.25,9,20.25,12,19,7,26,43,0,0,0,0,0,2,3,0,2,\N,0,1,0,0,0,0,3,1,0,,4,,,,,,,,,,,,,,
5/12/2011,1:00 PM,Mets,Rockies,171,-182,8 -102,8 -108,39.9,37.4,91,30.15,North,11.5,1.278,2.25,6.75,9,14,15,13,28,46,0,0,3,0,0,1,0,0,1,\N,2,0,2,0,0,3,0,0,2,,5,,,,,,,,,,,,,,
7/14/2011,6:00 PM,Brewers,Rockies,126,-134,8.5 -110,8.5 +100,68,57.9,70,29.84,West,6.9,1.1935,11.25,2.25,13.5,15,28,4,32,50,0,1,4,1,0,4,0,1,1,\N,1,0,0,0,0,0,0,1,1,,2,,,,,,,,,,,,,,
9/15/2011,6:00 PM,Giants,Rockies,111,-118,8.5 -121,8.5 +110,57.9,50,75,29.97,NW,3.5,1.224,4.5,6.75,11.25,13,22,9,31,50,0,0,3,0,0,1,1,0,0,\N,1,0,0,2,0,0,0,3,2,,4,,,,,,,,,,,,,,
8/1/2011,6:00 PM,Phillies,Rockies,-151,142,8 -114,8 +103,79,54,42,29.93,West,10.4,1.1736,0,0,0,7,18,6,24,41,0,0,0,1,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,,4,,,,,,,,,,,,,,
8/22/2011,6:00 PM,Astros,Rockies,206,-221,9 -110,9 +100,\N,\N,\N,\N,\N,\N,\N,2.25,2.25,4.5,14,26,8,34,51,0,2,0,0,0,0,0,1,6,\N,4,0,0,0,0,1,0,0,0,,3,,,,,,,,,,,,,,
6/30/2011,1:00 PM,White Sox,Rockies,-101,-105,9.5 -113,9.5 +102,73.4,50,44,30,South,24.2,1.1896,2.25,0,2.25,10,22,12,34,44,0,0,0,0,1,0,0,0,0,3,2,0,2,1,0,0,0,0,1,,2,,,,,,,,,,,,,,
9/20/2011,6:00 PM,Padres,Rockies,-119,112,8 +106,8 -117,\N,\N,\N,\N,\N,\N,\N,0,0,0,3,13,3,16,21,1,0,0,0,0,0,0,0,0,\N,0,0,0,1,0,0,0,0,1,,0,,,,,,,,,,,,,,
9/18/2011,1:00 PM,Giants,Rockies,-156,147,9 -110,9 +100,69.1,32,25,30.1,Calm,0,1.206,11.25,20.25,31.5,17,19,13,32,58,0,0,0,0,2,2,1,0,0,\N,0,0,0,1,1,8,0,0,2,,6,,,,,,,,,,,,,,
9/11/2011,1:00 PM,Reds,Rockies,104,-110,9.5 -110,9.5 +100,79,26.1,14,30.02,NNE,8.1,1.1813,4.5,0,4.5,5,11,8,19,30,0,0,2,0,1,1,0,0,0,\N,1,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
9/9/2011,6:00 PM,Reds,Rockies,124,-132,9.5 +104,9.5 -115,70,36,29,30.1,ENE,5.8,1.2035,2.25,0,2.25,5,14,8,22,28,0,0,0,0,0,0,1,0,0,\N,0,0,0,4,0,0,0,0,0,,1,,,,,,,,,,,,,,
8/23/2011,6:00 PM,Astros,Rockies,164,-175,9.5 +100,9.5 -110,89.1,34,14,29.86,Calm,0,1.1526,6.75,6.75,13.5,14,20,8,28,50,0,0,2,1,2,0,1,0,2,\N,0,0,1,2,0,0,2,1,0,,4,,,,,,,,,,,,,,
8/20/2011,2:00 PM,Dodgers,Rockies,112,-119,10 -101,10 -109,84.9,45,25,29.94,Variable,4.6,1.163,2.25,0,2.25,13,29,9,38,57,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,
8/3/2011,1:00 PM,Phillies,Rockies,-187,175,8.5 -110,8.5 +100,82,53.1,37,29.91,ESE,9.2,1.1665,6.75,11.25,18,14,22,6,28,42,0,1,0,0,1,0,1,1,2,\N,0,0,0,2,0,1,0,4,1,,2,,,,,,,,,,,,,,
7/19/2011,7:00 PM,Braves,Rockies,126,-134,9 +100,9 -110,66.9,60.1,79,29.91,SSE,10.4,1.1982,6.75,2.25,9,15,23,14,37,60,0,0,2,4,0,0,1,2,3,\N,0,1,0,1,0,1,0,0,0,,4,,,,,,,,,,,,,,
7/17/2011,1:00 PM,Brewers,Rockies,100,-106,10.5 +107,10.5 -118,91.9,48,22,29.95,SE,8.1,1.1481,2.25,6.75,9,7,18,9,27,35,1,0,0,1,0,1,0,0,0,\N,0,0,0,1,2,0,0,1,0,,1,,,,,,,,,,,,,,
7/3/2011,1:00 PM,Royals,Rockies,135,-143,10 +100,10 -110,93,30,11,29.88,North,8.1,1.1456,11.25,11.25,22.5,24,29,12,41,68,0,0,0,3,5,0,0,0,0,\N,0,0,4,6,0,2,3,0,1,,5,,,,,,,,,,,,,,
6/29/2011,6:00 PM,White Sox,Rockies,138,-147,9 -122,9 +111,84,41,22,29.75,East,3.5,1.1582,0,4.5,4.5,5,14,7,21,31,0,0,1,1,0,0,0,0,0,\N,1,0,0,0,0,2,0,0,0,,2,,,,,,,,,,,,,,
6/18/2011,6:00 PM,Tigers,Rockies,138,-147,9 -115,9 +104,72,46,40,29.73,ESE,8.1,1.1827,9,2.25,11.25,9,18,13,31,39,0,0,0,1,1,0,0,3,0,\N,1,0,0,2,0,1,0,0,0,,1,,,,,,,,,,,,,,
6/13/2011,6:00 PM,Padres,Rockies,152,-162,10 +105,10 -116,80.1,25,13,29.74,SSW,11.5,1.168,2.25,0,2.25,4,13,9,22,30,0,0,0,0,0,1,0,0,0,\N,1,0,0,1,0,0,0,0,1,,0,,,,,,,,,,,,,,
6/10/2011,6:00 PM,Dodgers,Rockies,150,-160,8 -113,8 +102,71.1,39,31,29.88,SE,15,1.1918,13.5,0,13.5,11,25,5,30,42,0,0,0,0,5,0,0,1,0,\N,5,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
5/28/2011,5:00 PM,Cardinals,Rockies,-114,107,8.5 -119,8.5 +108,59,43,55,29.63,NNW,15,1.2088,13.5,2.25,15.75,19,29,8,37,52,0,2,1,0,0,5,0,1,6,\N,0,3,0,0,1,0,0,0,0,,2,,,,,,,,,,,,,,
5/29/2011,1:00 PM,Cardinals,Rockies,131,-139,9.5 +105,9.5 -116,69.1,51.1,53,29.37,NE,8.1,1.1737,2.25,2.25,4.5,7,15,7,22,31,1,0,1,0,0,0,1,0,0,\N,0,0,0,0,0,1,0,0,3,,2,,,,,,,,,,,,,,
5/25/2011,6:00 PM,Diamondbacks,Rockies,116,-123,8.5 +100,8.5 -110,60.1,41,49,30,East,6.9,1.2216,2.25,0,2.25,3,14,5,19,27,0,0,0,0,0,1,0,0,0,\N,0,0,0,2,0,0,0,0,0,,0,,,,,,,,,,,,,,
5/16/2011,6:00 PM,Giants,Rockies,-147,138,8 -114,8 +103,60.1,44.1,55,29.74,North,13.8,1.2105,4.5,2.25,6.75,11,20,12,32,48,0,0,0,5,2,0,0,0,0,\N,0,0,0,3,0,0,1,0,0,,4,,,,,,,,,,,,,,
5/15/2011,1:00 PM,Padres,Rockies,139,-148,8.5 -105,8.5 -105,43,35.1,74,30.19,ESE,4.6,1.2721,0,6.75,6.75,10,16,7,23,35,0,0,0,1,0,0,0,0,1,\N,0,0,5,0,0,3,0,0,0,,2,,,,,,,,,,,,,,
5/13/2011,6:00 PM,Padres,Rockies,161,-172,8.5 -110,8.5 +100,59,36,42,30.15,NE,9.2,1.2311,11.25,6.75,18,14,26,4,30,47,0,3,0,1,2,1,0,2,3,\N,0,0,2,2,1,1,0,1,0,,3,,,,,,,,,,,,,,
5/9/2011,6:00 PM,Mets,Rockies,153,-163,9.5 -105,9.5 -105,71.1,12.9,11,29.3,SW,33.4,1.171,2.25,0,2.25,3,10,9,19,23,0,0,1,0,1,0,0,0,0,\N,0,0,0,1,0,0,0,0,0,,1,,,,,,,,,,,,,,
5/1/2011,1:00 PM,Pirates,Rockies,176,-188,8.5 -105,8.5 -105,41,14,33,30.2,East,10.4,1.2795,4.5,18,22.5,12,21,14,35,42,0,0,0,2,0,1,1,0,0,\N,0,0,0,0,4,0,0,4,0,,0,,,,,,,,,,,,,,
4/20/2011,1:00 PM,Giants,Rockies,106,-113,8.5 +113,8.5 -125,53.1,35.1,50,30.03,SSE,16.1,1.2404,13.5,0,13.5,10,17,3,20,33,0,0,4,0,2,0,0,4,0,\N,0,0,0,1,0,0,0,0,1,,2,,,,,,,,,,,,,,
4/15/2011,6:00 PM,Cubs,Rockies,143,-149,8.5 -108,8.5 -102,52,1,12,30.02,NW,15,1.2451,11.25,0,11.25,5,13,4,17,21,0,0,0,0,1,0,0,4,0,\N,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,
4/5/2011,6:00 PM,Dodgers,Rockies,100,-109,8 -113,8 +102,68,21,17,29.58,West,9.2,1.1886,4.5,0,4.5,3,11,4,15,23,0,0,0,1,1,1,0,0,0,\N,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
4/2/2011,6:00 PM,Diamondbacks,Rockies,146,-155,9 -113,9 +102,73.9,9,8,29.47,WSW,21.9,1.1718,6.75,0,6.75,4,12,5,17,20,0,0,0,0,0,2,1,0,0,\N,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,
6/7/2010,6:00 PM,Astros,Rockies,171,-182,9.5 +105,9.5 -116,87.1,53.1,31,29.62,SSW,9.2,1.1444,6.75,0,6.75,6,20,5,25,30,0,2,0,0,0,0,1,2,0,\N,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,
6/10/2010,1:00 PM,Astros,Rockies,150,-160,8.5 -108,8.5 -102,75,53.1,46,29.64,Variable,4.6,1.1711,4.5,6.75,11.25,9,12,6,18,22,0,2,0,0,0,2,0,0,0,\N,0,0,0,2,1,0,0,2,0,,1,,,,,,,,,,,,,,
6/9/2010,6:00 PM,Astros,Rockies,173,-184,9 -108,9 -102,80.6,59,48,29.9,SSW,4.6,1.1677,2.25,4.5,6.75,8,20,5,25,33,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,2,0,0,0,,1,,,,,,,,,,,,,,
8/25/2010,1:00 PM,Braves,Rockies,-116,109,9 -118,9 +107,84,39,20,30.11,NNE,9.2,1.1725,11.25,15.75,27,22,28,10,38,63,0,4,0,3,3,1,0,1,0,\N,0,0,0,0,0,0,3,4,3,,2,,,,,,,,,,,,,,
8/23/2010,6:00 PM,Braves,Rockies,-108,102,8 -105,8 -105,71.1,51.1,49,30.11,NNE,12.7,1.1989,6.75,4.5,11.25,9,20,3,23,37,0,1,0,1,0,2,1,0,0,\N,0,1,1,0,2,0,0,0,0,,3,,,,,,,,,,,,,,
8/15/2010,1:00 PM,Brewers,Rockies,235,-252,9 +103,9 -114,82,55.9,41,30.01,North,9.2,1.1698,9,6.75,15.75,11,20,8,28,43,1,0,0,1,0,1,2,1,0,\N,2,0,0,0,0,0,3,0,0,,2,,,,,,,,,,,,,,
8/13/2010,7:00 PM,Brewers,Rockies,103,-109,9 -118,9 +107,75.9,42.1,30,29.77,SE,10.4,1.1763,2.25,0,2.25,7,16,4,20,35,0,3,1,0,0,0,1,0,0,\N,0,0,1,3,0,0,0,0,0,,1,,,,,,,,,,,,,,
6/18/2010,7:00 PM,Brewers,Rockies,147,-156,9.5 -103,9.5 -107,75.9,44.1,32,29.84,WNW,11.5,1.1788,2.25,0,2.25,2,16,2,18,23,0,0,0,0,0,0,0,1,1,\N,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,
6/19/2010,6:00 PM,Brewers,Rockies,-104,-102,8.5 +100,8.5 -110,73.9,57,55,29.86,WNW,8.1,1.1813,0,2.25,2.25,15,26,5,31,45,0,4,3,0,0,0,0,0,1,\N,3,0,2,1,1,0,0,0,0,,3,,,,,,,,,,,,,,
7/7/2010,6:00 PM,Cardinals,Rockies,-105,-101,8.5 +106,8.5 -117,60.8,55.4,82,30.28,South,5.8,1.2286,6.75,6.75,13.5,15,31,3,34,52,1,3,0,1,3,0,0,0,0,\N,0,0,1,1,2,0,1,0,2,,5,,,,,,,,,,,,,,
5/27/2010,1:00 PM,Diamondbacks,Rockies,-110,104,9.5 -113,9.5 +102,86,35.1,16,29.77,South,13.8,1.1555,0,0,0,10,17,4,21,36,0,0,4,1,0,0,0,0,3,\N,0,0,0,2,0,0,0,0,0,,4,,,,,,,,,,,,,,
8/1/2010,1:00 PM,Cubs,Rockies,137,-146,9 -121,9 +110,86,54,33,29.8,ENE,3.5,1.1535,13.5,2.25,15.75,13,18,10,28,36,0,0,0,0,2,0,0,4,2,\N,3,1,2,0,0,0,0,1,0,,1,,,,,,,,,,,,,,
7/31/2010,6:00 PM,Cubs,Rockies,146,-155,9 -111,9 +101,77,61,58,29.84,South,12.7,1.1726,9,4.5,13.5,11,19,3,22,37,1,0,1,0,0,0,1,3,0,\N,0,3,0,0,2,0,0,0,0,,3,,,,,,,,,,,,,,
7/30/2010,7:00 PM,Cubs,Rockies,120,-127,9 -102,9 -108,64.4,60.8,88,30.23,SSE,13.8,1.2167,11.25,0,11.25,19,25,9,34,55,0,12,0,0,2,0,3,0,0,\N,0,0,0,2,0,0,0,0,0,,3,,,,,,,,,,,,,,
5/26/2010,6:00 PM,Diamondbacks,Rockies,236,-254,9 -111,9 +101,69.1,53.1,57,29.87,SSE,25.3,1.1934,4.5,0,4.5,10,18,6,24,44,0,0,3,1,0,0,2,0,1,\N,3,0,0,0,0,0,0,0,0,,4,,,,,,,,,,,,,,
4/28/2010,1:00 PM,Diamondbacks,Rockies,138,-147,11 -123,11 +111,75.9,21,13,29.21,WSW,28.8,1.1564,22.5,6.75,29.25,23,24,15,39,62,0,0,0,0,0,0,4,6,1,0,1,0,2,0,0,3,0,0,0,,4,,,,,,,,,,,,,,
9/12/2010,1:00 PM,Diamondbacks,Rockies,158,-168,9 -118,9 +107,81,12.9,8,30.05,SE,8.1,1.179,0,4.5,4.5,6,14,11,25,31,2,0,2,0,0,0,0,0,0,\N,0,0,0,0,0,0,2,0,0,,1,,,,,,,,,,,,,,
9/10/2010,7:00 PM,Diamondbacks,Rockies,181,-193,9.5 -102,9.5 -108,66,28.9,25,29.94,East,3.5,1.207,18,4.5,22.5,15,22,6,28,48,0,1,0,2,1,1,6,0,2,\N,2,0,0,0,1,0,0,1,0,,4,,,,,,,,,,,,,,
5/29/2010,6:00 PM,Dodgers,Rockies,115,-122,9.5 -101,9.5 -109,66,46,48,29.77,North,24.2,1.1978,13.5,0,13.5,14,21,8,29,39,0,3,0,0,3,0,2,1,2,\N,0,0,3,0,0,0,0,0,0,,1,,,,,,,,,,,,,,
5/28/2010,7:00 PM,Dodgers,Rockies,147,-156,10 -120,10 +109,79,39.9,25,29.58,SSE,13.8,1.1624,4.5,2.25,6.75,9,12,7,19,33,0,0,0,0,0,2,0,0,2,\N,0,0,0,4,1,0,0,0,0,,3,,,,,,,,,,,,,,
9/27/2010,6:00 PM,Dodgers,Rockies,179,-191,8.5 +108,8.5 -119,73.9,32,21,30.09,NE,4.6,1.1948,2.25,0,2.25,4,10,6,16,24,0,0,0,0,0,1,0,0,0,\N,1,0,0,0,0,0,0,0,2,,1,,,,,,,,,,,,,,
9/28/2010,6:00 PM,Dodgers,Rockies,124,-132,9 -104,9 -106,78.1,25,14,29.88,ESE,3.5,1.1778,2.25,11.25,13.5,16,24,6,30,58,0,1,4,0,0,0,1,0,1,\N,1,2,1,0,0,0,5,0,0,,6,,,,,,,,,,,,,,
9/24/2010,6:00 PM,Giants,Rockies,105,-111,8.5 -105,8.5 -105,72,18,13,30.09,Calm,0,1.2003,0,0,0,3,5,3,8,12,0,0,0,1,0,0,0,0,0,\N,0,0,2,0,0,0,0,0,0,,1,,,,,,,,,,,,,,
9/25/2010,6:00 PM,Giants,Rockies,129,-137,9 -107,9 -103,70,28,21,30.21,North,3.5,1.2088,11.25,18,29.25,19,32,6,38,65,1,0,2,0,1,4,0,0,0,2,0,0,0,0,5,1,0,2,0,,5,,,,,,,,,,,,,,
8/28/2010,6:00 PM,Dodgers,Rockies,124,-132,8.5 -110,8.5 +100,82.9,36,19,29.49,South,11.5,1.151,4.5,2.25,6.75,8,13,13,26,41,0,0,2,1,0,2,0,0,0,\N,2,0,0,0,0,0,0,1,0,,3,,,,,,,,,,,,,,
8/27/2010,7:00 PM,Dodgers,Rockies,143,-152,7.5 +100,7.5 -110,80.1,39,23,29.65,ENE,5.8,1.1629,2.25,0,2.25,8,18,8,26,40,0,1,0,0,0,0,0,1,0,\N,1,5,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
